 148,758
 108,227
 132,220
 151,757
 119,575
 141,664
 137,189
 116,857
 126,675
 139,775
 145,134
 126,612
 138,865
 131,794
 145,904
 125,055
 129,461
 144,103
 143,221
 145,444
 128,514
 140,006
 118,088
 121,293
 139,818
 128,133
 150,160
 127,193
 156,612
 138,585
 159,727
 135,141
 100,028
 148,954
 104,918
 127,797
 140,636
 139,464
 118,560
 106,417
 126,989
 132,014
 135,732
 157,127
 120,370
 152,495
 119,173
 100,111
 154,431
 143,911
 139,146
 86,887
 110,210
 119,779
 158,951
 131,500
 127,394
 170,116
 112,809
 125,547
 118,246
 115,470
 142,645
 119,113
 153,735
 152,798
 111,384
 126,771
 127,894
 133,005
 119,224
 144,591
 143,991
 161,855
 124,111
 109,760
 142,177
 153,321
 127,391
 119,029
 146,754
 119,986
 123,719
 131,611
 128,382
 128,096
 131,274
 142,666
 127,393
 134,724
 157,567
 137,346
 127,308
 134,634
 141,514
 115,560
 144,427
 147,543
 107,537
 164,833
 128,752
 127,454
 125,642
 99,479
 137,203
 144,181
 137,196
 160,245
 151,926
 130,815
 124,822
 142,845
 156,026
 158,403
 161,568
 122,607
 119,178
 150,155
 148,967
 143,002
 153,381
 162,223
 99,623
 143,105
 138,096
 135,265
 136,422
 148,574
 107,304
 103,974
 110,423
 141,598
 121,060
 142,336
 162,221
 116,471
 133,765
 104,798
 132,735
 134,072
 128,759
 140,119
 123,205
 138,488
 147,601
 105,264
 130,358
 121,908
 112,639
 117,377
 116,495
 109,800
 120,341
 130,950
 119,336
 118,231
 137,978
 137,374
 118,944
 135,694
 139,901
 113,143
 119,757
 132,714
 136,307
 113,777
 90,408
 120,001
 102,290
 150,199
 127,161
 137,878
 111,808
 110,641
 133,885
 110,637
 127,651
 113,194
 87,894
 122,729
 135,879
 132,854
 136,922
 110,512
 117,133
 127,040
 130,288
 147,821
 121,355
 101,306
 124,415
 144,504
 132,938
 108,288
 110,483
 96,069
 100,971
 89,317
 107,555
 128,440
 116,688
 113,323
 111,965
 112,377
 110,937
 134,766
 124,133
 114,088
 134,442
 121,158
 69,011
 117,130
 123,595
 131,445
 125,050
 130,109
 96,505
 102,077
 116,119
 114,679
 134,562
 112,806
 121,627
 120,588
 112,019
 113,347
 120,463
 116,749
 105,308
 139,275
 100,819
 131,137
 107,778
 114,282
 130,557
 109,471
 107,380
 125,247
 132,512
 121,245
 111,736
 100,222
 127,295
 75,815
 101,341
 112,075
 99,540
 129,223
 112,346
 117,674
 76,897
 94,550
 89,898
 97,728
 78,022
 106,941
 100,775
 106,851
 99,996
 137,042
 105,408
 101,631
 111,661
 121,307
 111,198
 127,023
 101,706
 109,645
 118,041
 99,634
 87,177
 92,088
 123,838
 110,502
 106,146
 97,187
 115,703
 102,666
 121,284
 109,116
 96,541
 96,149
 108,492
 107,419
 82,214
 107,200
 104,129
 81,279
 104,020
 108,990
 94,074
 126,951
 100,529
 78,453
 90,804
 126,642
 119,051
 114,156
 111,378
 86,553
 135,311
 81,025
 93,038
 87,063
 114,879
 94,638
 90,090
 105,186
 103,545
 111,986
 97,879
 84,996
 122,579
 115,172
 93,926
 103,077
 88,152
 98,205
 95,417
 106,723
 116,066
 114,695
 108,871
 78,214
 100,765
 92,495
 126,246
 113,340
 102,554
 92,094
 119,035
 98,273
 102,354
 100,164
 57,133
 95,475
 78,278
 90,019
 91,015
 95,043
 121,200
 109,191
 110,710
 104,964
 93,700
 104,993
 98,981
 96,197
 81,934
 94,755
 135,483
 89,725
 88,580
 115,157
 93,000
 83,976
 77,348
 104,418
 79,688
 77,059
 86,908
 89,314
 63,645
 84,579
 103,162
 81,404
 94,923
 104,920
 82,636
 81,532
 92,534
 109,326
 116,025
 54,951
 96,529
 80,008
 87,090
 90,973
 98,978
 94,906
 102,761
 60,753
 120,432
 87,078
 103,564
 126,937
 83,127
 86,919
 109,721
 92,952
 98,154
 97,914
 70,862
 151,216
 97,916
 102,328
 111,624
 98,896
 91,391
 81,374
 100,612
 104,121
 117,730
 92,643
 71,297
 94,982
 117,674
 104,652
 73,804
 106,927
 98,261
 80,445
 91,515
 74,476
 122,709
 88,809
 90,577
 122,189
 95,222
 95,256
 110,607
 70,255
 91,035
 81,679
 81,747
 94,837
 106,451
 77,122
 86,638
 105,740
 120,845
 109,254
 103,013
 82,334
 82,931
 97,125
 112,230
 83,038
 98,321
 66,862
 68,640
 110,957
 80,002
 76,688
 102,130
 103,617
 87,207
 87,335
 93,401
 82,245
 82,116
 78,371
 83,077
 87,622
 104,997
 72,716
 111,114
 99,504
 96,877
 121,577
 67,313
 98,094
 99,721
 98,544
 94,228
 76,509
 86,087
 85,990
 117,431
 93,126
 87,438
 78,170
 91,435
 91,503
 100,548
 95,571
 116,696
 90,234
 95,406
 103,178
 74,364
 73,083
 87,190
 111,846
 104,347
 101,606
 135,515
 101,529
 98,532
 83,978
 77,506
 92,222
 99,880
 87,977
 107,039
 127,801
 83,110
 90,355
 78,505
 91,697
 112,855
 92,876
 93,320
 101,243
 91,640
 84,631
 116,523
 105,672
 91,871
 53,992
 70,866
 115,898
 81,731
 82,497
 92,547
 103,334
 116,468
 112,943
 108,101
 96,667
 100,719
 119,576
 89,290
 102,574
 101,112
 86,065
 74,033
 93,582
 118,477
 75,808
 84,955
 45,009
 90,238
 110,532
 99,460
 91,305
 129,610
 102,794
 73,594
 98,083
 104,148
 94,219
 87,903
 122,078
 114,245
 77,271
 96,473
 90,412
 74,600
 93,799
 83,208
 96,789
 99,432
 88,813
 116,910
 89,328
 100,710
 109,641
 84,718
 103,830
 112,596
 113,208
 115,212
 95,783
 109,617
 123,147
 74,783
 133,897
 87,091
 90,688
 94,739
 88,949
 80,159
 122,677
 99,226
 86,345
 70,255
 92,680
 101,644
 109,142
 108,701
 127,127
 114,095
 123,235
 80,966
 129,331
 109,031
 123,146
 108,288
 89,451
 96,767
 93,704
 98,948
 118,809
 108,410
 105,913
 88,884
 110,329
 108,445
 98,365
 86,605
 97,531
 99,993
 78,432
 107,467
 125,148
 118,206
 53,661
 105,132
 116,617
 90,489
 104,743
 107,165
 102,006
 98,333
 105,117
 95,219
 97,541
 100,525
 104,470
 141,636
 79,475
 83,829
 122,246
 117,426
 111,030
 118,487
 128,043
 94,225
 113,742
 118,806
 68,400
 89,661
 80,490
 107,201
 101,046
 96,034
 102,280
 124,827
 106,495
 110,661
 127,908
 94,268
 106,272
 124,208
 113,927
 112,684
 76,136
 92,948
 122,460
 76,895
 78,479
 101,479
 93,831
 97,120
 83,093
 110,801
 109,931
 110,310
 83,206
 109,575
 87,623
 116,010
 113,294
 89,409
 116,678
 86,418
 112,216
 95,742
 119,576
 104,510
 80,404
 105,765
 97,334
 91,560
 125,634
 109,371
 107,173
 90,883
 100,917
 96,009
 90,534
 91,306
 105,779
 101,500
 127,768
 113,673
 90,445
 107,659
 85,623
 120,076
 80,938
 105,334
 84,308
 132,742
 111,308
 95,414
 116,571
 113,706
 65,608
 110,764
 114,130
 98,722
 124,242
 99,249
 113,208
 102,808
 106,113
 101,581
 109,206
 117,066
 102,522
 122,747
 125,287
 99,240
 107,246
 99,814
 112,955
 117,976
 101,477
 110,591
 107,085
 93,024
 109,536
 100,246
 94,548
 108,785
 110,321
 113,543
 110,573
 92,279
 104,512
 104,316
 89,174
 113,636
 104,286
 119,723
 110,609
 114,958
 114,021
 100,174
 89,718
 122,299
 75,501
 106,211
 83,293
 89,410
 99,923
 90,721
 130,623
 119,155
 117,563
 136,766
 87,631
 120,079
 124,004
 110,005
 136,695
 120,321
 49,600
 98,854
 101,019
 114,910
 101,716
 121,245
 103,912
 96,783
 53,045
 125,384
 110,251
 98,387
 98,875
 108,952
 107,631
 109,885
 106,339
 134,204
 100,669
 100,139
 99,519
 133,848
 120,274
 96,142
 108,204
 103,223
 100,489
 118,913
 131,112
 98,345
 144,460
 129,059
 89,290
 138,506
 121,973
 106,820
 127,227
 107,557
 109,579
 107,917
 99,166
 134,691
 121,577
 115,951
 120,373
 95,856
 127,575
 113,917
 114,299
 101,468
 88,514
 124,605
 98,031
 98,274
 119,296
 108,676
 89,573
 84,483
 96,203
 118,172
 86,303
 104,805
 113,599
 119,998
 144,674
 105,845
 125,626
 107,224
 98,856
 90,047
 81,605
 137,071
 89,972
 120,811
 130,956
 134,753
 139,315
 124,380
 112,961
 102,066
 115,966
 87,010
 138,360
 144,207
 110,064
 130,733
 123,021
 121,150
 143,167
 114,215
 88,533
 116,911
 109,693
 103,059
 125,915
 100,360
 113,550
 121,128
 124,145
 140,222
 117,453
 125,831
 100,725
 105,381
 115,384
 125,601
 93,298
 120,167
 123,422
 130,234
 118,906
 148,996
 115,792
 115,094
 106,273
 120,552
 118,357
 136,825
 129,964
 93,144
 111,236
 121,994
 117,034
 120,339
 136,374
 122,702
 127,290
 123,444
 147,141
 127,293
 135,016
 85,957
 108,626
 125,239
 47,813
 92,798
 113,063
 124,959
 103,451
 145,888
 117,949
 140,995
 117,882
 115,642
 147,083
 133,580
 110,171
 148,753
 129,364
 120,000
 133,068
 102,233
 123,175
 138,701
 117,511
 118,665
 112,158
 111,351
 141,854
 120,098
 136,211
 127,964
 129,274
 140,487
 112,470
 129,486
 136,536
 99,883
 134,753
 136,259
 154,033
 117,511
 116,374
 114,603
 141,480
 138,374
 121,980
 118,950
 114,479
 103,178
 153,917
 151,437
 128,864
 110,430
 126,814
 112,501
 119,952
 116,184
 120,948
 95,659
 123,625
 125,956
 145,139
 143,869
 125,111
 145,260
 132,092
 142,786
 136,931
 145,554
 129,368
 114,277
 105,580
 139,192
 125,876
 116,722
 143,512
 149,423
 137,578
 153,679
 138,558
 118,412
 150,102
 158,897
 121,494
 120,316
 130,608
 142,322
 119,641
 118,073
 135,715
 127,670
 141,630
 124,785
 154,741
 111,848
 139,368
 126,809
 141,458
 141,234
 165,840
 102,013
 127,477
 138,616
 136,078
 123,147
 139,319
 129,296
 137,690
 122,567
 129,251
 108,967
 127,105
 131,372
 119,462
 145,038
 127,979
 109,705
 139,736
 161,745
 150,676
 107,057
 146,765
 125,427
 131,644
 149,695
 142,444
 114,970
 156,998
 130,596
 168,860
 147,533
 143,261
 169,981
 137,913
 152,110
 147,261
 142,267
 99,282
 148,273
 117,164
 139,101
 120,843
 149,643
 157,252
 139,906
 148,112
 133,983
 140,943
 156,326
 108,348
 165,301
 162,306
 153,741
 129,797
 136,624
 127,028
 156,141
 127,417
 138,514
 145,711
 130,558
 156,120
 146,369
 130,176
 162,920
 125,668
 102,895
 147,399
 114,287
 147,342
 125,703
 101,581
 142,192
 143,073
 162,883
 133,326
 116,972
 141,704
 142,112
 144,759
 166,252
 155,655
 135,175
 130,617
 166,007
 145,786
 156,252
 159,593
 112,318
 148,219
 130,449
 153,920
 121,491
 149,230
 149,012
 140,518
 162,971
 134,661
 126,043
 151,287
 120,910
 129,055
 114,281
 135,544
 108,729
 144,616
 141,075
 120,767
 137,778
 120,077
 146,091
 154,156
 149,952
 157,497
 140,957
 141,742
 125,076
 133,187
 159,502
 163,417
 139,874
 140,617
 127,831
 109,578
 153,301
 119,009
 147,258
 150,967
 122,221
 134,674
 162,114
 130,441
 152,218
 159,448
 142,418
 147,801
 157,302
 137,866
 142,706
 156,960
 130,563
 165,176
 161,703
 123,196
 144,748
 163,037
 124,483
 142,926
 120,551
 161,840
 139,742
 176,088
 158,777
 153,677
 122,286
 137,792
 132,616
 129,049
 151,475
 156,935
 140,954
 169,778
 145,552
 157,670
 144,483
 154,901
 129,541
 179,573
 145,050
 118,557
 143,948
 135,073
 146,291
 133,092
 150,572
 176,212
 135,956
 171,903
 155,542
 173,687
 147,188
 155,808
 138,298
 161,665
 165,177
 174,588
 158,468
 164,774
 150,793
 131,139
 157,347
 165,571
 139,882
 132,312
 146,399
 160,105
 145,885
 156,866
 69,318
 176,830
 167,480
 143,232
 186,917
 136,680
 136,570
 164,352
 174,075
 144,157
 149,742
 148,656
 139,796
 159,057
 165,046
 156,972
 170,169
 163,266
 174,396
 151,789
 144,092
 140,822
 140,834
 155,118
 164,771
 165,098
 159,204
 189,630
 145,387
 168,480
 132,482
 159,118
 148,061
 164,359
 188,030
 142,470
 152,187
 159,677
 174,777
 148,267
 193,533
 103,003
 165,038
 151,570
 141,262
 156,539
 130,414
 140,400
 118,477
 162,033
 208,853
 151,794
 140,824
 152,582
 149,900
 164,532
 166,797
 203,335
 136,887
 148,355
 157,744
